country,year,date,latitude,longitude,yield,maxyield,name
US,1952,-541800000,11.2372,162.1964,NaN,NaN,Mike
US,1952,-540500400,11.5622,162.3525,NaN,NaN,King
US,1953,-529963200,37.0478,-116.0211,NaN,NaN,Annie
US,1953,-529358400,37.0956,-116.1028,NaN,NaN,Nancy
US,1953,-528753600,37.0828,-116.0239,NaN,NaN,Ruth
US,1953,-528235200,37.0847,-116.018,NaN,NaN,Dixie
US,1953,-527803200,37.0989,-116.0925,NaN,NaN,Ray
US,1953,-527198400,37.1383,-116.1178,NaN,NaN,Badger
US,1953,-526593600,37.0531,-116.1028,NaN,NaN,Simon
US,1953,-525470400,36.5,-115.9289,NaN,NaN,Encore
US,1953,-524520000,37.0403,-116.0253,NaN,NaN,Harry
US,1953,-524001600,36.7931,-115.9147,NaN,NaN,Grable
US,1953,-523137600,37.0875,-116.0183,NaN,NaN,Climax
US,1954,-499892400,11.6908,165.2736,NaN,NaN,Bravo
US,1954,-497649600,11.6908,165.273,NaN,NaN,Romeo
US,1954,-496699200,11.4967,165.3675,NaN,NaN,Koon
US,1954,-495057600,11.6664,165.3872,NaN,NaN,Union
US,1954,-494280000,11.6656,165.3869,NaN,NaN,Yankee
US,1954,-493502400,11.6705,162.1964,NaN,NaN,Nectar
US,1955,-469220400,37.0867,-116.0219,NaN,NaN,Wasp
US,1955,-468874800,37.0478,-116.0211,NaN,NaN,Moth
US,1955,-468270000,37.1255,-116.0475,NaN,NaN,Tesla
US,1955,-467751600,37.1383,-116.1175,NaN,NaN,Turk
US,1955,-467319600,37.0403,-116.0253,NaN,NaN,HorneT
US,1955,-466459200,37.0947,-116.0239,NaN,NaN,Bee
US,1955,-466372800,37.1683,-116.0439,NaN,NaN,Ess
US,1955,-465854400,37.0956,-116.1028,NaN,NaN,Apple-1
US,1955,-465854400,37.0867,-116.0578,NaN,NaN,Wasp Prime
US,1955,-465163200,37.0286,-116.0578,NaN,NaN,HA (High Altitude)
US,1955,-464904000,37.1222,-116.0344,NaN,NaN,PosT
US,1955,-464385600,36.7981,-115.9289,NaN,NaN,MeT
US,1955,-462657600,36.0531,-116.1025,NaN,NaN,Apple-2
US,1955,-461880000,28.7333,-126.2667,NaN,NaN,Wigwam
US,1955,-461793600,37.0947,-116.0239,NaN,NaN,Zucchini
US,1955,-447105600,37,-116,0,NaN,ProjecT56 No. 1
US,1955,-446932800,37,-116,0,NaN,ProjecT56 No. 2
US,1955,-446760000,37,-116,0,NaN,ProjecT56 No. 3
US,1956,-440362800,37,-116,20,NaN,ProjecT56 No. 4
US,1956,-431121600,11.5578,162.355,NaN,NaN,Lacrosse
US,1956,-429739200,11.6683,165.3942,NaN,NaN,Cherokee
US,1956,-429134400,11,162,NaN,NaN,Yuma
US,1956,-429134400,11.4967,165.3692,NaN,NaN,Zuni
US,1956,-428875200,11.5444,162.3644,NaN,NaN,Erie
US,1956,-428270400,11.6764,162.2222,NaN,NaN,Seminole
US,1956,-427838400,11.6,165.4514,NaN,NaN,Flathead
US,1956,-427838400,11.5511,162.3586,NaN,NaN,BlackfooT
US,1956,-427665600,11,162,NaN,NaN,Kickapoo
US,1956,-427406400,11.5467,162.3608,NaN,NaN,Osage
US,1956,-426974400,11,162,NaN,NaN,Inca
US,1956,-426628800,11.6028,165.4514,NaN,NaN,Dakota
US,1956,-426024000,11,162,NaN,NaN,Mohawk
US,1956,-425505600,11.6714,162.2003,NaN,NaN,Apache
US,1956,-425332800,11.6633,165.3872,NaN,NaN,Navajo
US,1956,-424468800,11.6739,165.3394,NaN,NaN,Tewa
US,1956,-424382400,11.6719,162.3692,NaN,NaN,Huron
US,1957,-400449600,37,-115,0,NaN,ProjecT57 No. 1
US,1957,-397512000,37.0947,-116.0236,NaN,NaN,Boltzmann
US,1957,-397080000,37.0478,-116.0211,NaN,NaN,Franklin
US,1957,-396820800,37.1347,-116.0408,NaN,NaN,Lassen
US,1957,-395697600,37.1347,-116.0408,NaN,NaN,Wilson
US,1957,-395179200,37.7981,-115.9289,NaN,NaN,Priscilla
US,1957,-394574400,37,-116,0,NaN,Coulomb-A
US,1957,-394228800,37.1347,-116.0408,NaN,NaN,Hood
US,1957,-393364800,37.1503,-116.1086,NaN,NaN,Diablo
US,1957,-393019200,37.1606,-116.0531,NaN,NaN,John
US,1957,-392587200,37.0833,-116.1,NaN,NaN,Kepler
US,1957,-392500800,37.1347,-116.0408,NaN,NaN,Owens
US,1957,-392414400,37.0518,-116.0334,20,NaN,Pascal-A
US,1957,-391377600,37.0867,-116.0236,NaN,NaN,Stokes
US,1957,-391118400,37.1939,-116.0333,0,NaN,Saturn
US,1957,-390427200,37.128,-116.1064,NaN,NaN,Shasta
US,1957,-389995200,37.0867,-116.0236,NaN,NaN,Doppler
US,1957,-389649600,37.0491,-116.034,20,NaN,Pascal-B
US,1957,-389390400,37.0867,-116.0236,NaN,NaN,Franklin Prime
US,1957,-389304000,37.1872,-116.0678,NaN,NaN,Smoky
US,1957,-389131200,37.0531,-116.1025,NaN,NaN,Galileo
US,1957,-388785600,37.1347,-116.0408,NaN,NaN,Wheeler
US,1957,-388785600,37,-116,NaN,NaN,Coulomb-B
US,1957,-388612800,37.0867,-116.0236,NaN,NaN,Laplace
US,1957,-388094400,37.0336,-116.0314,NaN,NaN,Fizeau
US,1957,-387921600,37.0867,-116.0236,NaN,NaN,Newton
US,1957,-387662400,37.1958,-116.2031,NaN,NaN,Rainier
US,1957,-387316800,37.1383,-116.1175,NaN,NaN,Whitney
US,1957,-386884800,37.1347,-116.0408,NaN,NaN,Charleston
US,1957,-386107200,37.1347,-116.0408,NaN,NaN,Morgan
US,1957,-380919600,37.0499,-116.0309,20,NaN,Pascal-C
US,1957,-380660400,37,-116,NaN,NaN,Coulomb-C
US,1958,-374180400,37,-116,0.001,NaN,Venus
US,1958,-372456000,37,-116,0.001,NaN,Uranus
US,1958,-368568000,12.6167,168.025,NaN,NaN,Yucca
US,1958,-367963200,11.5564,162.3542,NaN,NaN,Cactus
US,1958,-367444800,11.6908,165.2736,NaN,NaN,Fir
US,1958,-367444800,11.5411,162.3506,NaN,NaN,ButternuT
US,1958,-367358400,11.675,162.2056,NaN,NaN,Koa
US,1958,-367012800,11.3447,162.1789,NaN,NaN,Wahoo
US,1958,-366667200,11.5439,162.3561,NaN,NaN,Holly
US,1958,-366580800,11.4961,165.3708,NaN,NaN,Nutmeg
US,1958,-366148800,11.6603,162.2253,NaN,NaN,Yellowwood
US,1958,-366148800,11.5428,162.3539,NaN,NaN,Magnolia
US,1958,-365803200,11.6633,162.23,NaN,NaN,Tobacco
US,1958,-365716800,11.6908,165.2736,NaN,NaN,Sycamore
US,1958,-365544000,11.5411,162.3517,NaN,NaN,Rose
US,1958,-365025600,11.3808,162.2192,NaN,NaN,Umbrella
US,1958,-364852800,11.6872,165.415,NaN,NaN,Maple
US,1958,-364507200,11.6908,165.2733,NaN,NaN,Aspen
US,1958,-364507200,11.6603,162.2253,NaN,NaN,WalnuT
US,1958,-364161600,11.5442,162.3564,NaN,NaN,Linden
US,1958,-363384000,11.6872,165.415,NaN,NaN,Redwood
US,1958,-363384000,11.6633,162.23,NaN,NaN,Elder
US,1958,-363297600,11.6078,162.1078,NaN,NaN,Oak
US,1958,-363211200,11.4961,162.3708,NaN,NaN,Hickory
US,1958,-363038400,11.5442,162.3564,NaN,NaN,Sequoia
US,1958,-362952000,11.6908,165.2736,NaN,NaN,Cedar
US,1958,-362692800,11.6633,162.23,NaN,NaN,Dogwood
US,1958,-362088000,11.6881,165.2644,NaN,NaN,Poplar
US,1958,-361915200,11,162,0,NaN,Scaevola
US,1958,-361656000,11,162,NaN,NaN,Pisonia
US,1958,-361224000,11.4961,165.3708,NaN,NaN,Juniper
US,1958,-361224000,11.6633,162.23,NaN,NaN,Olive
US,1958,-360878400,11.6561,162.2197,NaN,NaN,Pine
US,1958,-360360000,16.7439,-169.5333,NaN,NaN,Teak
US,1958,-359928000,11,162,0,NaN,Quince
US,1958,-359409600,16.3583,-169.5356,NaN,NaN,Orange
US,1958,-358891200,11,162,NaN,NaN,Fig
US,1958,-358113600,-38.5,-11.5,2,NaN,Argus I
US,1958,-357854400,-49.5,-8.2,2,NaN,Argus II
US,1958,-357249600,-48.5,-9.7,2,NaN,Argus III
US,1958,-356731200,37.05,-116.0319,NaN,NaN,Otero
US,1958,-356299200,37.0494,-116.033,NaN,NaN,Bernalillo
US,1958,-356126400,37.0867,-116.0236,NaN,NaN,Eddy
US,1958,-355953600,37.0492,-116.0336,NaN,NaN,Luna
US,1958,-355780800,37,-116,20,NaN,Mercury
US,1958,-355521600,37.0497,-116.0297,NaN,NaN,Valencia
US,1958,-355348800,37.1931,-116.2006,NaN,NaN,Mars
US,1958,-355262400,37.0867,-116.0236,NaN,NaN,Mora
US,1958,-354744000,37.0867,-116.0236,NaN,NaN,Hidalgo
US,1958,-354744000,37.0489,-116.0342,NaN,NaN,Colfax
US,1958,-354484800,37.1953,-116.2003,NaN,NaN,Tamalpais
US,1958,-354312000,37.0947,-116.0236,NaN,NaN,Quay
US,1958,-354052800,37.0867,-116.0236,NaN,NaN,Lea
US,1958,-353966400,37.1939,-116.1997,0.115,NaN,Neptune
US,1958,-353880000,36.8022,-115.9322,0.0012,NaN,Hamilton
US,1958,-353793600,37.1842,-116.2011,5,NaN,Logan
US,1958,-353793600,37.0867,-116.0236,0.037,NaN,Dona Ana
US,1958,-353707200,37.1225,-116.0347,0.024,NaN,Vesta
US,1958,-353620800,37.0411,-116.0258,0.09,NaN,Rio Arriba
US,1958,-353448000,37.0447,-116.0297,0,0,San Juan
US,1958,-353275200,37,-116,0,0,Oberon
US,1958,-353275200,37.0867,-116.0236,6,NaN,Socorro
US,1958,-353275200,36.7981,-115.9289,0.115,NaN,Wrangell
US,1958,-353275200,37.1347,-116.0408,0.188,NaN,Rushmore
US,1958,-353102400,37.0431,-116.0269,0.021,NaN,Catron
US,1958,-353102400,37.1233,-116.0378,0.0017,NaN,Juno
US,1958,-352929600,37.1814,-116.0686,0.0007,NaN,Ceres
US,1958,-352929600,36.7981,-115.9289,4.9,NaN,Sanford
US,1958,-352929600,37.0867,-116.0236,2.2,NaN,De Baca
US,1958,-352843200,37,-116,0.0006,NaN,Chavez
US,1958,-352670400,37,-116,0,0,Mazama
US,1958,-352670400,37.1947,-116.2047,0.055,NaN,Evans
US,1958,-352670400,37.0478,-116.0247,0.0078,NaN,HumboldT
US,1958,-352584000,37,-116,0,0,Ganymede
US,1958,-352584000,37.0867,-116.0236,1.3,NaN,Santa Fe
US,1958,-352584000,37.1858,-116.2019,22,NaN,Blanca
US,1958,-352584000,37.1772,-116.0692,0.0002,NaN,Titania
US,1961,-261777600,37.1879,-116.2078,2.6,NaN,Antler
US,1961,-261691200,37.0484,-116.0328,NaN,20,Shrew
US,1961,-260395200,37.0483,-116.0345,NaN,20,Boomer
US,1961,-259617600,37.1943,-116.207,NaN,20,Chena
US,1961,-257976000,37.0486,-116.0311,NaN,20,Mink
US,1961,-254948400,37.0459,-116.0277,13.4,NaN,Fisher
US,1961,-254343600,32.2636,-103.8658,3,NaN,Gnome
US,1961,-254084400,37.1266,-116.0488,0.5,NaN,Mad
US,1961,-253738800,37.0432,-116.0253,NaN,20,Ringtail
US,1961,-253306800,37.1949,-116.2083,0.15,NaN,Feather
US,1962,-251751600,37.0446,-116.0351,5.1,NaN,StoaT
US,1962,-250974000,37.0473,-116.0344,6.4,NaN,Agouti
US,1962,-249937200,37.0468,-116.0395,NaN,20,Dormouse
US,1962,-249159600,37.1273,-116.0527,3.07,NaN,Stillwater
US,1962,-249073200,37.0436,-116.0389,7.1,NaN,Armadillo
US,1962,-248554800,37.2263,-116.0593,5.7,NaN,Hard HaT
US,1962,-248209200,37.0491,-116.0295,1.9,NaN,Chinchilla
US,1962,-248209200,37.1274,-116.0371,NaN,20,Codsaw
US,1962,-247863600,37.1289,-116.0483,11.9,NaN,Cimarron
US,1962,-247777200,37.0483,-116.0319,NaN,20,Platypus
US,1962,-246999600,37.1111,-116.3649,0.43,NaN,Danny Boy
US,1962,-246913200,37.0484,-116.0337,NaN,20,Ermine
US,1962,-246740400,37.1222,-116.0489,8.4,NaN,Brazos
US,1962,-246139200,37.044,-116.031,NaN,20,Hognose
US,1962,-245016000,37.1243,-116.0339,3.4,NaN,Hoosic
US,1962,-244756800,37.0469,-116.0369,NaN,20,Chinchilla II
US,1962,-244324800,37.0445,-116.0235,10.6,NaN,Dormouse Prime
US,1962,-244238400,37.1177,-116.044,NaN,20,Passaic
US,1962,-243720000,37.1272,-116.0449,NaN,20,Hudson
US,1962,-243547200,37.222,-116.1574,1.85,NaN,Platte
US,1962,-242942400,37.119,-116.0315,NaN,20,Dead
US,1962,-242596800,2,-157,190,NaN,Adobe
US,1962,-242424000,2,-157,410,NaN,Aztec
US,1962,-242424000,37.1184,-116.0378,NaN,20,Black
US,1962,-241992000,2,-157,1090,NaN,Arkansas
US,1962,-241819200,2,-157,670,NaN,Questa
US,1962,-241646400,4.8333,-149.4167,NaN,NaN,Frigate Bird
US,1962,-241560000,37.0466,-116.025,NaN,20,Paca
US,1962,-241473600,2,-157,100,NaN,Yukon
US,1962,-241387200,2,-157,100,NaN,Mesilla
US,1962,-241300800,37.1276,-116.0483,NaN,20,Arikaree
US,1962,-241214400,2,-157,50,NaN,Muskegon
US,1962,-241214400,31.245,-124.2117,NaN,20,Swordfish
US,1962,-241128000,2,-157,500,NaN,Encino
US,1962,-241128000,37.0652,-116.0304,40,NaN,Aardvark
US,1962,-240955200,2,-157,97,NaN,Swanee
US,1962,-240523200,2,-157,73,NaN,Chetco
US,1962,-240523200,37.1226,-116.0472,4.5,NaN,Eel
US,1962,-240004800,2,-157,2.6,NaN,Tanana
US,1962,-240004800,37.1248,-116.052,NaN,20,White
US,1962,-239832000,2,-157,43,NaN,Nambe
US,1962,-239400000,37.0456,-116.0345,NaN,20,Raccoon
US,1962,-238968000,37.0457,-116.0393,NaN,20,PackraT
US,1962,-238795200,2,-157,782,NaN,Alma
US,1962,-238708800,2,-157,210,NaN,Truckee
US,1962,-238622400,2,-157,3000,NaN,Yeso
US,1962,-238449600,2,-157,1200,NaN,Harlem
US,1962,-238363200,37.2222,-116.1621,2.9,NaN,Des Moines
US,1962,-238190400,2,-157,800,NaN,Rinconada
US,1962,-238017600,2,-157,52,NaN,Dulce
US,1962,-237844800,2,-157,2.2,NaN,PetiT
US,1962,-237672000,37.0431,-116.0303,NaN,20,Daman I
US,1962,-237585600,2,-157,81.5,NaN,Otowi
US,1962,-237153600,2,-157,7650,NaN,Bighorn
US,1962,-237153600,37.0416,-116.0353,67,NaN,Haymaker
US,1962,-237067200,37.0091,-116.2011,NaN,20,Marshmallow
US,1962,-236894400,2,-157,1270,NaN,Bluestone
US,1962,-236894400,37.1174,-116.0474,NaN,20,Sacramento
US,1962,-236376000,37.177,-116.0454,104,NaN,Sedan
US,1962,-236289600,37,-116,NaN,20,Little Feller II
US,1962,-236116800,17,-169,1400,NaN,Starfish Prime
US,1962,-236030400,2,-157,1000,NaN,SunseT
US,1962,-235944000,2,-157,3880,NaN,Pamlico
US,1962,-235944000,37.1224,-116.333,0.5,NaN,Johnnie Boy
US,1962,-235771200,37.0551,-116.0334,20,200,Merrimac
US,1962,-235684800,37,-116,NaN,20,Small Boy
US,1962,-235425600,37,-116,NaN,20,Little Feller I
US,1962,-234561600,37.1297,-116.0565,NaN,20,Wichita
US,1962,-232142400,37.1186,-116.0395,NaN,20,York
US,1962,-232142400,37.0461,-116.0238,NaN,20,Bobac
US,1962,-231019200,37.1303,-116.0447,NaN,20,Raritan
US,1962,-230328000,37.0439,-116.0211,NaN,20,Hyrax
US,1962,-229809600,37.0551,-116.0293,NaN,20,Peba
US,1962,-229032000,37.1167,-116.0328,NaN,20,Allegheny
US,1962,-228772800,17,-169,75,NaN,Androscoggin
US,1962,-228513600,37.1394,-116.0503,115,NaN,Mississippi
US,1962,-228427200,17,-169,11.3,NaN,Bumping
US,1962,-227908800,37.1228,-116.0508,NaN,20,Roanoke
US,1962,-227908800,37.0488,-116.0326,NaN,20,Wolverine
US,1962,-227390400,17,-169,1590,NaN,Chama
US,1962,-227390400,37.1285,-116.0402,NaN,20,Tioga
US,1962,-227304000,37.0395,-116.0211,12.5,NaN,BandicooT
US,1962,-227217600,17,-169,20,NaN,Checkmate
US,1962,-226699200,17,-169,1000,NaN,Bluegill 3 Prime
US,1962,-226612800,17,-169,NaN,NaN,Calamity
US,1962,-226612800,37.1493,-116.0535,20,NaN,Santee
US,1962,-226353600,17,-169,NaN,NaN,Housatonic
US,1962,-226180800,17,-169,1000,NaN,Kingfish
US,1962,-225921600,17,-169,20,NaN,Tightrope
US,1962,-225486000,37.1638,-116.0733,20,NaN,St. Lawrence
US,1962,-224967600,37.0418,-116.0239,20,NaN,Gundi
US,1962,-223930800,37.1228,-116.029,20,NaN,Anacostia
US,1962,-223326000,37.1281,-116.05,20,NaN,Taunton
US,1962,-222634800,37.1687,-116.2061,20,NaN,Madison
US,1962,-222634800,37.0461,-116.0156,20,NaN,NumbaT
US,1962,-222462000,37.1242,-116.04,20,NaN,Manatee
US,1963,-217623600,37.1489,-116.0519,20,NaN,Casselman
US,1963,-217623600,37.126,-116.0387,20,NaN,Hatchie
US,1963,-217623600,37.0461,-116.0211,20,NaN,Acushi
US,1963,-217623600,37.0583,-116.0293,20,NaN,FerreT
US,1963,-217018800,37.049,-116.0318,20,NaN,Chipmunk
US,1963,-216500400,37.1203,-116.0457,20,NaN,Kaweah
US,1963,-216500400,37.1548,-116.0799,20,NaN,Carmel
US,1963,-215809200,37.0445,-116.0265,20,NaN,Jerboa
US,1963,-214603200,37.1258,-116.0448,20,NaN,Toyah
US,1963,-213393600,37.0417,-116.0184,20,NaN,Gerbil
US,1963,-212788800,37.0373,-116.0239,20,NaN,FerreTPrime
US,1963,-212356800,37.0488,-116.0303,20,NaN,Coypu
US,1963,-212270400,37.1567,-116.071,20,NaN,Cumberland
US,1963,-211147200,37.1206,-116.0363,20,NaN,Kootanai
US,1963,-211147200,37.1205,-116.0362,20,NaN,Paisano
US,1963,-209851200,37.0494,-116.0156,NaN,20,Gundi Prime
US,1963,-209332800,37,-115,0,0,Double Tracks
US,1963,-209160000,37.0439,-116.0156,NaN,20,Harkee
US,1963,-209160000,37.0483,-116.0324,NaN,20,Tejon
US,1963,-208728000,37.1111,-116.0391,20,200,Stones
US,1963,-208468800,37,-115,0,0,Clean Slate I
US,1963,-208123200,37.1281,-116.0425,NaN,20,PleasanT
US,1963,-207950400,37,-115,0,0,Clean Slate II
US,1963,-207518400,37.1966,-116.2092,3.1,NaN,Yuba
US,1963,-207432000,37.045,-116.0364,NaN,20,Hutia
US,1963,-207432000,37.1247,-116.04,NaN,20,Apshapa
US,1963,-207172800,37,-115,0,0,Clean Slate III
US,1963,-206740800,37.0461,-116.0184,NaN,20,Mataco
US,1963,-205790400,37.1314,-116.0681,NaN,20,Kennebec
US,1963,-201643200,37.0417,-116.0156,NaN,20,Pekan
US,1963,-201384000,37.1541,-116.0766,NaN,20,Satsop
US,1963,-200692800,37.125,-116.0354,NaN,40,Kohocton
US,1963,-198878400,37.1634,-116.0806,NaN,20,Ahtanum
US,1963,-198878400,37.0604,-116.0217,249,NaN,Bilby
US,1963,-197668800,37,-116,NaN,20,Narraguagus
US,1963,-197668800,37,-116,NaN,20,Carp
US,1963,-196459200,37.0373,-116.0212,NaN,20,Grunion
US,1963,-196459200,37.1187,-116.0339,NaN,20,Tornillo
US,1963,-196027200,37.1982,-116.2295,20,200,Clearwater
US,1963,-195940800,37,-116,NaN,20,MulleT
US,1963,-195163200,39.2002,-118.3803,12,NaN,Shoal
US,1963,-193518000,37.0395,-116.0184,NaN,20,Anchovy
US,1963,-193431600,37.1323,-116.0469,NaN,20,Mustang
US,1963,-192826800,37.1193,-116.0452,20,200,Greys
US,1963,-191790000,37.0396,-116.0294,NaN,40,Barracuda
US,1963,-191098800,37.131,-116.0439,5.3,NaN,Eagle
US,1963,-190407600,37,-116,NaN,20,Tuna
US,1964,-188074800,37.1423,-116.0491,20,200,Fore
US,1964,-187470000,37.1264,-116.0363,10.5,NaN,Oconto
US,1964,-186865200,37,-116,NaN,20,Club
US,1964,-185742000,37,-116,NaN,20,Solendon
US,1964,-185655600,37,-116,NaN,20,Bunker
US,1964,-185223600,37,-116,NaN,20,Mackerel
US,1964,-185223600,37,-116,NaN,20,Bonefish
US,1964,-185050800,37.1509,-116.0401,20,200,KlickitaT
US,1964,-183240000,37,-116,NaN,20,Handicap
US,1964,-183153600,37.0505,-116.0115,NaN,20,Pike
US,1964,-180388800,37.1289,-116.0298,NaN,20,Hook
US,1964,-180302400,37.0439,-116.0184,NaN,20,Sturgeon
US,1964,-180129600,37,-116,NaN,20,Bogey
US,1964,-179524800,37.1496,-116.0554,20,200,Turf
US,1964,-179092800,37.0396,-116.0266,NaN,20,Pipefish
US,1964,-178401600,37,-116,NaN,20,Driver
US,1964,-177796800,37.1173,-116.0389,NaN,20,Backswing
US,1964,-177710400,37.0417,-116.0122,NaN,20,Minnow
US,1964,-175377600,37.1486,-116.076,NaN,20,Ace
US,1964,-175291200,37,-116,NaN,20,Bitterling
US,1964,-174772800,37,-116,NaN,20,Duffer
US,1964,-174168000,37.1111,-116.0288,NaN,20,Fade
US,1964,-173736000,37.1744,-116.0564,NaN,20,Dub
US,1964,-172353600,37.1822,-116.0454,20,200,Bye
US,1964,-171748800,37,-116,NaN,20,Links
US,1964,-171662400,37,-116,NaN,20,Trogon
US,1964,-169416000,37.159,-116.0831,4.4,NaN,Alva
US,1964,-169156800,37.0653,-116.0154,NaN,20,Canvasback
US,1964,-168724800,37,-116,NaN,20,Player
US,1964,-168638400,37.067,-116.0223,NaN,20,Haddock
US,1964,-168033600,37.0176,-116.0227,NaN,20,Guanay
US,1964,-167428800,37,-116,NaN,20,Spoon
US,1964,-165614400,37.0779,-116.0085,NaN,20,Auk
US,1964,-165009600,37.1513,-116.077,38,NaN,Par
US,1964,-164404800,37.0395,-116.0157,NaN,40,Barbel
US,1964,-163886400,31.1421,-89.5699,5.3,NaN,Salmon
US,1964,-163800000,37,-116,NaN,20,Garden
US,1964,-163108800,37.1072,-116.0323,NaN,20,ForesT
US,1964,-162673200,37.1744,-116.067,12,NaN,Handcar
US,1964,-160081200,37.1343,-116.0697,2.4,19,Drill (Target-Upper)
US,1964,-160081200,37.1144,-116.0534,20,200,Crepe
US,1964,-159130800,37,-116,NaN,40,Cassowary
US,1964,-159130800,37.0348,-116.0123,1.3,NaN,ParroT
US,1964,-159130800,37.1778,-116.067,2.7,NaN,Mudpack
US,1964,-158958000,37.0825,-116.3425,0.092,NaN,Sulky
US,1965,-156625200,37.119,-116.0248,NaN,20,Wool
US,1965,-155329200,37,-116,NaN,20,Tern
US,1965,-154810800,37.1308,-116.0616,NaN,20,Cashmere
US,1965,-154119600,37.1645,-116.0766,0.33,NaN,Alpaca
US,1965,-153774000,37.0516,-116.0238,10.1,NaN,Merlin
US,1965,-153601200,36.818,-115.9492,NaN,20,Wishbone
US,1965,-153514800,37,-116,NaN,20,Seersucker
US,1965,-152478000,37.0645,-116.0372,20,200,Wagtail
US,1965,-151012800,37,-116,NaN,20,Suede
US,1965,-150494400,37.1476,-116.0429,20,200,Cup
US,1965,-149630400,37.0258,-116.0226,NaN,20,Kestrel
US,1965,-148852800,37.2804,-116.5236,4.3,NaN,Palanquin
US,1965,-148248000,37.0072,-116.2021,NaN,20,Gum Drop
US,1965,-148161600,37,-116,NaN,20,Chenille
US,1965,-148075200,37.0174,-115.9953,NaN,20,Muscovy
US,1965,-146865600,37.1404,-116.0666,7,NaN,Tee
US,1965,-146433600,37.2427,-116.4309,NaN,20,Buteo
US,1965,-146260800,36.8234,-115.9668,0.75,NaN,Cambric
US,1965,-146260800,37.0588,-116.0105,NaN,20,Scaup
US,1965,-145656000,37.1186,-116.0277,NaN,20,Tweed
US,1965,-143841600,37,-116,NaN,20,Organdy
US,1965,-143841600,37.0428,-116.017,1.3,NaN,Petrel
US,1965,-143409600,36.8181,-115.9561,NaN,20,Diluted Waters
US,1965,-143323200,37.2234,-116.057,NaN,20,Tiny ToT
US,1965,-140817600,37,-116,NaN,20,Izzer
US,1965,-140299200,37,-116,NaN,20,Pongee
US,1965,-140212800,37.0978,-116.033,20,200,Bronze
US,1965,-139003200,37.0177,-116.0398,NaN,20,Mauve
US,1965,-137707200,37,-116,NaN,20,Ticking
US,1965,-137188800,37.1373,-116.0701,NaN,20,Centaur
US,1965,-136756800,37.023,-116.009,NaN,40,Moa
US,1965,-135374400,37.111,-116.0346,NaN,20,ElkharT
US,1965,-131745600,51.4381,179.1826,80,NaN,Long ShoT
US,1965,-130532400,37.05,-116.0221,NaN,20,Sepia
US,1965,-129582000,37,-116,NaN,20,KermeT
US,1965,-128718000,37.1648,-116.0523,20,200,Corduroy
US,1965,-127594800,37.1408,-116.0632,NaN,20,Emerson
US,1965,-127594800,37.0726,-116.0291,20,200,Buff
US,1966,-125175600,37.1162,-116.0275,NaN,20,Maxwell
US,1966,-124743600,37,-116,NaN,20,Sienna
US,1966,-124743600,37.0917,-116.0187,20,200,Lampblack
US,1966,-124484400,37.0317,-116.0158,NaN,20,Dovekie
US,1966,-124398000,37,-116,NaN,20,Reo
US,1966,-123361200,37.1263,-116.0695,NaN,20,Plaid II
US,1966,-121546800,37.2718,-116.4338,19,NaN,Rex
US,1966,-120769200,37.1745,-116.2084,NaN,20,Red HoT
US,1966,-120596400,37.0374,-116.0294,NaN,40,FinfooT
US,1966,-120164400,37.1437,-116.0525,NaN,20,Clymer
US,1966,-119649600,37.0093,-116.0091,NaN,20,Purple
US,1966,-119131200,37.1133,-116.0314,NaN,20,Templar
US,1966,-118440000,37.1027,-116.0199,NaN,20,Lime
US,1966,-118008000,37.1395,-116.1409,NaN,20,Stutz
US,1966,-117921600,37.0174,-115.9922,NaN,20,Tomato
US,1966,-117316800,37.2427,-116.4309,70,NaN,Duryea
US,1966,-116539200,37,-116,1.4,NaN,Fenton
US,1966,-116366400,36.8874,-115.9407,NaN,20,Pin Stripe
US,1966,-116020800,37,-116,NaN,20,Ochre
US,1966,-115588800,37.1371,-116.1371,NaN,20,Traveler
US,1966,-115502400,37.0506,-116.0379,12,NaN,Cyclamen
US,1966,-115416000,37.348,-116.3219,73,NaN,Chartreuse
US,1966,-114897600,37.1343,-116.0711,NaN,20,Tapestry
US,1966,-114811200,37.0869,-116.0334,20,200,Piranha
US,1966,-114292800,37.1111,-116.0579,20,200,DumonT
US,1966,-113601600,37.1784,-116.0978,22,NaN,Discus Thrower
US,1966,-113083200,37.2271,-116.0555,62,NaN,Pile Driver
US,1966,-112996800,37.0684,-116.0353,20,200,Tan
US,1966,-112392000,37.0594,-116.0388,NaN,20,Puce
US,1966,-111960000,37.0097,-116.2024,NaN,20,Double Play
US,1966,-111960000,37.1715,-116.0489,20,200,Kankakee
US,1966,-111096000,37.1553,-116.0722,25,NaN,Vulcan
US,1966,-110664000,37.3158,-116.299,365,NaN,Halfbeak
US,1966,-108244800,37.1403,-116.0989,NaN,20,Saxon
US,1966,-107121600,37.1687,-116.0477,NaN,20,Rovena
US,1966,-106948800,37,-116,NaN,20,Tangerine
US,1966,-104270400,36.8769,-115.9506,7.8,NaN,Derringer
US,1966,-103320000,37.0209,-116.0364,NaN,20,Daiquiri
US,1966,-102801600,37.1687,-116.0461,NaN,20,Newark
US,1966,-101419200,37,-116,NaN,20,Khaki
US,1966,-99604800,37.1699,-116.0472,NaN,20,Simms
US,1966,-99082800,37.1344,-116.0498,NaN,20,Ajax
US,1966,-98478000,37.0428,-116.0103,NaN,20,Cerise
