country,year,date,latitude,longitude,yield,maxyield,name
US,1966,-98132400,37,-116,NaN,20,Vigil
US,1966,-97182000,31.1421,-89.5699,0.38,NaN,Sterling
US,1966,-96318000,37,-116,NaN,20,Sidecar
US,1966,-96318000,36.8773,-115.9379,NaN,20,New PoinT
US,1966,-95713200,37.3021,-116.4083,870,NaN,Greeley
US,1967,-93207600,37,-116,NaN,20,RiveTI
US,1967,-93121200,37.1437,-116.1352,39,NaN,Nash
US,1967,-93034800,37.0999,-116.0038,20,200,Bourbon
US,1967,-92516400,37,-116,NaN,20,RiveTII
US,1967,-91393200,37.1675,-116.0471,NaN,20,Ward
US,1967,-90097200,37.0175,-116.0159,NaN,20,Persimmon
US,1967,-90097200,37.1269,-116.0664,20,200,Agile
US,1967,-89492400,37.1659,-116.0487,NaN,20,RiveTIII
US,1967,-89406000,37,-116,NaN,20,Mushroom
US,1967,-88801200,37,-116,NaN,20,Fizz
US,1967,-86644800,37,-116,NaN,20,Oakland
US,1967,-86472000,37,-116,NaN,20,Heilman
US,1967,-86385600,37.0544,-116.0222,NaN,20,Fawn
US,1967,-85176000,37.0193,-116.0374,NaN,20,Chocolate
US,1967,-84657600,37.1388,-116.0632,NaN,20,Effendi
US,1967,-83534400,37.0779,-115.9953,20,200,Mickey
US,1967,-82670400,37.1304,-116.0639,250,NaN,Commodore
US,1967,-82411200,37.2751,-116.37,155,NaN,Scotch
US,1967,-82152000,37,-116,NaN,20,Absinthe
US,1967,-82152000,37.2479,-116.4802,76,NaN,Knickerbocker
US,1967,-79819200,37.1256,-116.0287,NaN,20,Switch
US,1967,-79473600,37.2021,-116.2078,NaN,20,Midi MisT
US,1967,-79214400,37.0286,-116.0226,10,NaN,Umber
US,1967,-77918400,37,-116,NaN,20,Vito
US,1967,-76795200,37.1487,-116.0485,20,200,Stanley
US,1967,-76104000,37,-116,NaN,20,Gibson
US,1967,-75585600,37.1567,-116.0473,NaN,20,Washer
US,1967,-74894400,37.0122,-116.0365,NaN,20,Bordeaux
US,1967,-74376000,37,-116,NaN,20,Lexington
US,1967,-73771200,37.1776,-116.2089,NaN,20,Door MisT
US,1967,-73166400,37.1532,-116.0528,20,200,Yard
US,1967,-72475200,37,-116,NaN,20,Gilroy
US,1967,-71956800,37.166,-116.0384,2.2,NaN,Marvel
US,1967,-71438400,37.0988,-116.0532,20,200,Zaza
US,1967,-69624000,37.1156,-116.0576,20,200,Lanpher
US,1967,-69019200,37,-116,NaN,20,Cognac
US,1967,-69019200,37,-116,NaN,20,Worth
US,1967,-69019200,37.0316,-116.0264,NaN,20,Sazerac
US,1967,-67806000,37.0918,-116.0358,NaN,20,Cobbler
US,1967,-65386800,37,-116,NaN,20,Polka
US,1967,-65041200,36.6778,-107.2083,29,NaN,Gasbuggy
US,1967,-64609200,37.0367,-116.002,NaN,20,StilT
US,1968,-61671600,37.1456,-116.0657,7.4,NaN,Hupmobile
US,1968,-61585200,37.1564,-116.0539,20,200,Staccato
US,1968,-61585200,38.6343,-116.2153,200,1000,Faultless
US,1968,-61153200,37,-116,NaN,20,Brush
US,1968,-60980400,37.2809,-116.5144,2.3,NaN,CabrioleT
US,1968,-60548400,37,-116,NaN,20,MalleT
US,1968,-58734000,37,-116,NaN,20,Torch
US,1968,-58734000,37.1166,-116.0537,20,200,Knox
US,1968,-58042800,37.1846,-116.2114,NaN,20,Dorsal Fin
US,1968,-57610800,37,-116,NaN,20,RusseT
US,1968,-57009600,37.0076,-116.3705,5.4,NaN,Buggy-A
US,1968,-56836800,37.0477,-116.0108,1.5,NaN,Pommard
US,1968,-56145600,37.3326,-116.3107,20,200,Stinger
US,1968,-55886400,36.8717,-115.9311,NaN,20,Milk Shake
US,1968,-55022400,37,-116,NaN,20,Bevel
US,1968,-54504000,37.1544,-116.0789,19,220,Noor
US,1968,-53812800,37.1525,-116.037,20,200,Shuffle
US,1968,-53380800,37.3377,-116.3756,NaN,20,Scroll
US,1968,-53121600,37.2954,-116.4557,1300,NaN,Boxcar
US,1968,-52516800,37,-116,NaN,20,HatcheT
US,1968,-52084800,37,-116,NaN,20,Crock
US,1968,-51307200,37.1201,-116.0588,20,200,Clarksmobile
US,1968,-50356800,37,-116,NaN,20,Adze
US,1968,-49665600,37,-116,NaN,20,Wembley
US,1968,-49579200,37.1654,-116.0434,NaN,100,Tub-A
US,1968,-48801600,37.2649,-116.3146,20,200,Rickey
US,1968,-47937600,37,-116,NaN,20,Funnel
US,1968,-47937600,37,-116,NaN,20,Sevilla
US,1968,-47678400,37.2455,-116.4829,20,200,Chateaugay
US,1968,-46036800,37,-116,NaN,20,Spud
US,1968,-44913600,37.1332,-116.0823,20,200,Tanya
US,1968,-44049600,37,-116,NaN,20,Imp
US,1968,-43531200,37,-116,NaN,20,Rack
US,1968,-42494400,36.8772,-115.9311,NaN,20,Diana Moon
US,1968,-42321600,37.2503,-116.3469,20,200,Sled
US,1968,-41630400,37.1361,-116.0472,20,200,Noggin
US,1968,-41112000,37.0318,-116.0116,NaN,20,Knife A
US,1968,-40680000,37.1199,-116.1275,20,200,Stoddard
US,1968,-40075200,37.2048,-116.2064,NaN,20,Hudson Seal
US,1968,-39297600,37,-116,NaN,20,Welder
US,1968,-39297600,37.0259,-115.9928,NaN,20,Knife C
US,1968,-38692800,37,-116,NaN,20,VaT
US,1968,-37051200,37,-116,NaN,20,Hula
US,1968,-36878400,37,-116,NaN,40,Bit-A
US,1968,-36878400,37,-116,NaN,20,File
US,1968,-36529200,37,-116,NaN,40,Crew-2nd
US,1968,-36529200,37.1305,-116.0865,20,200,Crew
US,1968,-35578800,37,-116,NaN,20,Auger
US,1968,-35578800,37.0261,-116.0333,NaN,20,Knife B
US,1968,-35146800,37.0098,-116.2064,NaN,20,Ming Vase
US,1968,-34974000,37.1399,-116.0423,NaN,20,Tinderbox
US,1968,-33591600,37.3434,-116.5659,30,NaN,Schooner
US,1968,-33246000,37,-116,NaN,20,Bay Leaf
US,1968,-33246000,37,-116,NaN,20,Scissors
US,1968,-33246000,37.1189,-116.0783,NaN,120,Tyg-A
US,1968,-32641200,37.2315,-116.4736,1150,NaN,Benham
US,1969,-30308400,37.1479,-116.0657,10,NaN,Packard
US,1969,-30308400,37.2091,-116.2254,20,200,Wineskin
US,1969,-29703600,37,-116,NaN,20,Shave
US,1969,-29012400,37,-116,NaN,20,Biggin
US,1969,-29012400,37.0533,-116.0293,20,200,Vise
US,1969,-28580400,37,-116,NaN,20,Winch
US,1969,-28580400,37,-116,NaN,20,Nipper
US,1969,-27889200,37.1691,-116.2107,NaN,20,Cypress
US,1969,-24955200,37,-116,NaN,20,Chatty
US,1969,-24955200,37,-116,NaN,20,Valise
US,1969,-24782400,37.022,-116.0302,NaN,20,Barsac
US,1969,-24696000,37.1332,-116.0867,NaN,100,Coffer
US,1969,-21758400,37,-116,NaN,40,Gourd-Amber
US,1969,-21240000,37.0815,-116.0139,20,200,Blenton
US,1969,-21240000,37.0903,-116.0056,20,200,Thistle
US,1969,-20635200,37.2829,-116.5006,20,200,Purse
US,1969,-19944000,37,-116,NaN,20,AlimenT
US,1969,-18907200,37,-116,NaN,40,Ipecac-A
US,1969,-18907200,37.0751,-115.9953,20,200,Torrido
US,1969,-17524800,37.0088,-116.0303,NaN,20,Tapper
US,1969,-16315200,37,-116,NaN,40,Bowl-1
US,1969,-14587200,37.1194,-116.0551,20,200,Ildrim
US,1969,-14587200,37.1395,-116.0874,20,200,Hutch
US,1969,-12081600,37.1603,-116.0636,NaN,40,Spider-A
US,1969,-10958400,37,-116,NaN,20,Horehound
US,1969,-10958400,37.0215,-116.0381,NaN,20,Pliers
US,1969,-9748800,39.4058,-107.9481,40,NaN,Rulison
US,1969,-9576000,36.8772,-115.9285,NaN,20,Minute Steak
US,1969,-9230400,37.3141,-116.4607,NaN,1000,Jorum
US,1969,-8884800,37,-116,NaN,40,Kyack-A
US,1969,-7934400,37,-116,NaN,60,Seaweed-C
US,1969,-7848000,51.4171,179.1823,1000,NaN,Milrow
US,1969,-7329600,37.2567,-116.4408,200,1000,Pipkin
US,1969,-6638400,37,-116,NaN,20,Seaweed B
US,1969,-5515200,37.1215,-116.1278,11,NaN,CrueT
US,1969,-5515200,37.1353,-116.1359,66.8,NaN,Pod-A
US,1969,-5515200,37.1433,-116.0638,110,NaN,Calabash
US,1969,-4215600,37.1646,-116.0748,1.7,NaN,Scuttle
US,1969,-3524400,37,-116,NaN,20,Planer
US,1969,-3524400,37.0312,-116.0021,20,200,Piccalilli
US,1969,-2314800,37.18,-116.2109,NaN,20,Diesel Train
US,1969,-1882800,37,-116,NaN,40,Culantro-A
US,1969,-1882800,37,-116,NaN,80,Tun-A
US,1969,-1278000,37.0838,-116.0016,20,200,Grape A
US,1969,-1278000,37.0066,-116.0228,NaN,20,Lovage
US,1969,-1191600,37.1205,-116.0348,40,400,Terrine-White
US,1970,1918800,37.1374,-116.0368,NaN,60,Fob-Green
US,1970,2523600,37.0308,-116.0348,NaN,20,Ajo
US,1970,2955600,37,-116,20,200,Belen
US,1970,2955600,37.0981,-116.0265,20,200,Grape B
US,1970,3042000,37.164,-116.0388,25,NaN,Labis
US,1970,3560400,37.2013,-116.2052,NaN,20,Diana MisT
US,1970,4770000,37.0367,-115.9996,20,200,Cumarin
US,1970,4856400,37.1164,-116.0614,60,600,Yannigan-Red
US,1970,5547600,37.0231,-116.0918,8.7,NaN,Cyathus
US,1970,5547600,37.1396,-116.0368,NaN,60,Arabis-Red
US,1970,6670800,37.0011,-116.0229,NaN,20,Jal
US,1970,7016400,37.0862,-116.0211,20,200,Shaper
US,1970,7275600,37.3005,-116.5341,1000,NaN,Handley
US,1970,9522000,37.0549,-115.9881,12.7,NaN,Snubber
US,1970,9522000,37.1156,-116.0801,40,400,Can-Green
US,1970,10382400,37,-116,NaN,20,Hod-C (Blue)
US,1970,10382400,37.0592,-116.0282,NaN,20,Beebalm
US,1970,10382400,37.133,-116.0341,NaN,40,Hod-A (Green)
US,1970,10728000,37.2165,-116.1841,NaN,20,MinTLeaf
US,1970,11332800,37.0104,-116.2019,NaN,20,Diamond DusT
US,1970,11592000,37.1619,-116.0389,40,400,Cornice-Yellow
US,1970,12110400,37.0289,-115.9919,NaN,20,Manzanas
US,1970,12110400,37.0708,-116.013,20,200,Morrones
US,1970,12542400,37.1826,-116.2134,NaN,20,Hudson Moon
US,1970,12542400,37.1134,-116.0623,103,39,Flask-Green
US,1970,12715200,37,-116,NaN,40,Piton-A
US,1970,12715200,37.13,-116.05,NaN,20,Piton-C
US,1970,15220800,37.1139,-116.0861,NaN,40,Arnica-Yellow
US,1970,24638400,37,-116,NaN,60,Scree-Acajou
US,1970,24724800,37.0707,-116.0051,20,200,Tijeras
US,1970,25938000,37,-116,NaN,60,Truchas-Chacon
US,1970,26629200,37.0295,-116.0118,20,200,Abeytas
US,1970,27838800,37,-116,NaN,20,Penasco
US,1970,29048400,37,-116,NaN,40,Carrizozo
US,1970,30171600,37,-116,NaN,20,Canjilon
US,1970,30171600,37.1002,-116.0079,20,200,Artesia
US,1970,30171600,37.1429,-116.034,NaN,80,Avens-Andorre
US,1970,30258000,37.1291,-116.083,220,NaN,Carpetbag
US,1970,30344400,37.1731,-116.0989,10,NaN,Baneberry
US,1971,45892800,37.0332,-116.0137,NaN,20,Embudo
US,1971,46497600,37,-116,NaN,20,Dexter
US,1971,46497600,37.022,-116.0227,20,200,Laguna
US,1971,46584000,37.1467,-116.0668,20,200,Harebell
US,1971,47016000,37.1768,-116.2115,NaN,20,Camphor
US,1971,47188800,37.0115,-116.2034,NaN,20,Diamond Mine
US,1971,47793600,37.1101,-116.0514,83,NaN,Miniata
US,1971,47880000,37,-116,NaN,20,Bracken
US,1971,48916800,37,-116,NaN,20,Apodaca
US,1971,50126400,37,-116,NaN,20,Barranca
US,1971,50212800,37,-116,NaN,40,Nama-Amarylis
US,1971,50299200,37,-116,NaN,20,Baltic
US,1971,51336000,37.0572,-116.0363,20,200,Algodones
US,1971,54360000,37,-116,NaN,80,Frijoles-Deming
US,1971,54964800,37,-116,NaN,20,Chantilly
US,1971,54964800,37.011,-116.0073,NaN,20,Pedernal
US,1971,55742400,37.1138,-116.0373,NaN,20,Cathay
US,1971,56260800,37.03,-115.99,NaN,20,Lagoon
US,1971,58251600,51.4719,179.1069,NaN,5000,Cannikin
US,1971,59806800,36.8792,-115.9347,NaN,20,Diagonal Line
US,1971,60325200,37.05,-116.14,NaN,20,Parnassia
US,1971,61534800,37,-116,NaN,20,Hospah
US,1971,61534800,37,-116,NaN,20,Yerba
US,1971,61534800,37.1239,-116.0896,20,200,Chaenactis
US,1972,63435600,37,-116,NaN,20,Mescalero
US,1972,65941200,37,-116,NaN,20,Cowles
US,1972,67150800,37,-116,NaN,20,Dianthus
US,1972,70174800,37,-116,NaN,20,Sappho
US,1972,70779600,36.92,-116.05,NaN,40,Ocate
US,1972,72507600,37,-116,NaN,20,Jicarilla
US,1972,72507600,37.1219,-116.0838,NaN,20,Longchamps
US,1972,73627200,37.2077,-116.2088,NaN,20,Misty North
US,1972,74404800,37,-116,NaN,20,Kara
US,1972,74923200,37.1206,-116.0879,NaN,20,Zinnia
US,1972,75096000,37.0647,-116.0018,NaN,20,Monero
US,1972,76737600,37,-116,NaN,20,Merida
US,1972,78552000,37,-116,NaN,20,Haplopappus
US,1972,78552000,37,-116,NaN,20,Tajique
US,1972,78552000,37.13,-116.1,NaN,20,Capitan
US,1972,80452800,37.2145,-116.1834,NaN,20,Diamond Sculls
US,1972,80884800,37,-116.2,NaN,20,Atarque
US,1972,82180800,37,-116,NaN,60,Cebolla
US,1972,85896000,37.0821,-116.0383,20,200,Oscuro
US,1972,86328000,37.1214,-116.0857,15,NaN,Delphinium
US,1972,90133200,37,-116,NaN,20,Akbar
US,1972,90133200,37,-116,NaN,20,Arsenate
US,1972,90824400,37,-116,NaN,40,Canna-Umbrinus
US,1972,92984400,37,-116,NaN,20,Tuloso
US,1972,93157200,37,-116,NaN,20,Solanum
US,1972,93762000,37,-116,19,220,Flax-TesT
US,1972,93762000,37.1399,-116.0833,NaN,20,Flax-Source
US,1973,98514000,37,-116,NaN,20,AlumrooT
US,1973,100414800,37.1036,-116.0267,20,200,Miera
US,1973,101710800,37,-116,NaN,20,Gazook
US,1973,102834000,37,-116,NaN,20,Natoma
US,1973,104562000,37.0048,-116.0284,NaN,40,Angus
US,1973,104648400,37,-116,NaN,20,Colmor
US,1973,104648400,37.1231,-116.0585,90,NaN,StarworT
US,1973,105768000,37,-116,NaN,20,Mesita
US,1973,106459200,39.793,-108.3666,99,NaN,Rio Blanco-1
US,1973,107064000,37,-116,NaN,20,Kashan
US,1973,107064000,37.29,-116.1,NaN,20,Cabresto
US,1973,108100800,37.185,-116.2151,NaN,20,Dido Queen
US,1973,108187200,37.2451,-116.346,200,1000,Almendro
US,1973,109483200,37.08,-115.99,20,200,Potrillo
US,1973,110088000,37,-116,NaN,20,Silene
US,1973,110088000,37.1484,-116.0859,20,200,Portulaca
US,1973,118382400,37,-116,NaN,20,Waller
US,1973,118382400,37.2,-115.8,NaN,20,Polygonum
US,1973,119246400,37.2004,-116.2032,NaN,20,Husky Ace
US,1973,123310800,37.011,-116.0245,NaN,20,Bernal
US,1973,124520400,36.93,-116.03,NaN,20,Pajara
US,1973,124606800,37,-116,NaN,20,Seafoam
US,1973,125125200,37,-116,NaN,20,Elida
US,1973,125125200,37,-116,NaN,20,Spar
US,1974,127022400,37,-116,NaN,60,Pinedrops-SloaT
US,1974,131169600,37.1043,-116.0528,20,200,Latir
US,1974,132465600,37,-116,NaN,20,Hulsea
US,1974,134971200,37,-116,NaN,20,Sapello
US,1974,135921600,37,-116,NaN,20,Potrero
US,1974,136612800,37,-116,NaN,20,Plomo
US,1974,137217600,37,-116,NaN,20,Jib
US,1974,138427200,37.06,-116.11,NaN,20,Grove
US,1974,139723200,36.96,-116.02,NaN,20,Jara
US,1974,140846400,37.2103,-116.2073,NaN,20,Ming Blade
US,1974,142660800,37.0675,-116.0318,20,200,Escabosa
US,1974,143352000,37.09,-116.05,NaN,40,Crestlake-Tansan
US,1974,145684800,37.0234,-116.0364,NaN,20,Puye
US,1974,147067200,37.1525,-116.0833,20,200,Portmanteau
US,1974,149313600,36.97,-116.02,NaN,20,PratT
US,1974,149400000,37,-116,NaN,20,Trumbull
US,1974,149400000,37.1326,-116.0684,20,200,Stanyan
US,1974,151214400,37,-116,NaN,20,Estaca
US,1974,152168400,37.2011,-116.2039,NaN,20,Hybla Fair
US,1974,152600400,37,-116,NaN,20,Temescal
US,1974,154674000,37,-116,NaN,20,Puddle
US,1974,156402000,36.88,-115.97,NaN,20,Keel
US,1975,160894800,37,-116,NaN,20,Teleme
US,1975,160894800,37,-116,NaN,40,Portola
US,1975,162018000,37,-116,NaN,20,Bilge
US,1975,162792000,37.1062,-116.0563,20,200,TopgallanT
US,1975,163396800,37.134,-116.0842,20,200,Cabrillo
US,1975,165902400,37.1879,-116.2139,NaN,20,Dining Car
US,1975,167544000,37.1157,-116.0874,20,200,Edam
US,1975,168062400,37.1089,-116.0288,20,200,Obar
US,1975,169272000,37.2208,-116.4742,200,1000,Tybo
US,1975,171000000,37.3401,-116.5229,20,200,Stilton
US,1975,171000000,37.0948,-116.0361,20,200,Mizzen
US,1975,171691200,37,-116,NaN,20,Alviso
US,1975,172296000,37,-116,NaN,20,Futtock
US,1975,172382400,37.3503,-116.3202,200,1000,MasT
US,1975,172987200,37.2789,-116.3686,200,1000,CamemberT
US,1975,179208000,37.0236,-116.0291,NaN,20,Marsh
US,1975,183355200,37.2216,-116.1797,NaN,20,Husky Pup
US,1975,183704400,37.2901,-116.4115,200,1000,Kasseri
US,1975,185518800,36.99,-116.04,NaN,20,Deck
US,1975,185691600,37.225,-116.3676,200,1000,InleT
US,1975,186210000,37.1173,-116.0189,NaN,20,Leyden
US,1975,188283600,37.1276,-116.0616,20,200,Chiberta
US,1976,189493200,37.2966,-116.3332,200,1000,Muenster
US,1976,192258000,37.0693,-116.0302,20,200,Keelson
US,1976,192258000,37.1066,-116.0374,20,200,Esrom
US,1976,192949200,37.2714,-116.4884,200,1000,Fontina
US,1976,193122000,37.2426,-116.4202,200,500,Cheshire
US,1976,194158800,36.9,-115.99,NaN,20,Shallows
US,1976,195195600,37.31,-116.3642,200,500,Estuary
US,1976,195627600,37.306,-116.4715,500,1000,Colby
US,1976,195886800,37.2559,-116.3119,200,500,Pool
US,1976,195886800,37.1073,-116.0525,200,500,StraiT
US,1976,200721600,37.2091,-116.2125,NaN,20,Mighty Epic
US,1976,201412800,37.27,-116.33,NaN,20,Rivoli
US,1976,207288000,37.0754,-116.0438,20,150,BilleT
US,1976,213422400,37,-116,NaN,20,Gouda
US,1976,216450000,37,-116,NaN,20,SpriT
US,1976,217573200,37.1717,-116.0527,NaN,20,Chevre
US,1976,218869200,37.0793,-116.0016,NaN,20,Redmud
US,1976,219992400,37,-116,NaN,20,Sutter
US,1976,219992400,37.1239,-116.0675,NaN,20,Asiago
US,1976,220597200,37.1005,-116.0365,20,150,Rudder
US,1977,224917200,37,-116.07,NaN,40,Cove
US,1977,226645200,37,-116,NaN,40,Dofino
US,1977,229064400,37.1202,-116.0623,20,150,Marsilly
US,1977,230961600,37.0948,-116.0279,20,150,Bulkhead
US,1977,233380800,37.0943,-116.0449,20,150,Crewline
US,1977,234072000,37,-116,NaN,20,ForefooT
US,1977,238910400,37.11,-116.08,NaN,20,Carnelian
US,1977,239515200,37.0866,-116.0069,20,150,Strake
US,1977,240552000,37.15,-116.06,NaN,20,FlotosT
US,1977,240552000,37.15,-116.06,NaN,40,Gruyere
US,1977,240811200,37.01,-115.96,NaN,20,Scupper
US,1977,240811200,37.11,-116.0545,20,150,Scantling
US,1977,243144000,37.0328,-116.0431,NaN,20,Ebbtide
US,1977,244180800,37.1512,-116.0676,20,150,Coulommiers
US,1977,246686400,37.0076,-116.0167,NaN,20,Bobstay
US,1977,247208400,37.1878,-116.213,NaN,20,Hybla Gold
US,1977,247899600,37.0721,-116.05,20,150,Sandreef
US,1977,248590800,37.0206,-116.0251,NaN,20,SeamounT
US,1977,250923600,36.96,-116.04,NaN,20,Rib
US,1977,250923600,37.1359,-116.086,20,150,Farallones
US,1978,256194000,37.1261,-116.0317,NaN,20,Campos
US,1978,257058000,37.1237,-116.0638,20,150,Reblochon
US,1978,258872400,37.01,-116.1,NaN,20,Karab
US,1978,259477200,37,-116,NaN,20,TopmasT
US,1978,259477200,37.1018,-116.0511,20,150,Iceberg
US,1978,261118800,37.2996,-116.3267,20,150,fondutta
US,1978,262328400,37,-116,NaN,20,Asco
US,1978,263620800,37.0878,-116.0526,0,0,Transom
US,1978,265521600,37,-116.25,NaN,20,Jackpots
US,1978,268632000,37.08,-116.04,NaN,20,Satz
US,1978,269064000,37.0787,-116.0438,20,150,Lowball
US,1978,273384000,37.2759,-116.3573,20,150,Panir
US,1978,274507200,37.2088,-116.2108,NaN,20,Diablo Hawk
US,1978,275716800,37,-116,NaN,40,Cremino
US,1978,275716800,37.0798,-116.0513,20,150,Draughts
US,1978,275716800,37.0739,-116.0198,20,150,Rummy
US,1978,278830800,37.2879,-116.2975,NaN,20,Emmenthal
US,1978,281336400,37.01,-116.04,NaN,20,Concentration
US,1978,282632400,37.2734,-116.4103,20,150,Farm
US,1979,286002000,37.1054,-116.0117,NaN,20,BaccaraT
US,1979,287298000,37.1025,-116.0548,20,150,Quinella
US,1979,287902800,37.152,-116.0718,20,150,Kloster
US,1979,290235600,37.0278,-116.0398,NaN,20,Memory
US,1979,295243200,36.96,-116.01,NaN,20,FreezeouT
US,1979,297921600,37.2897,-116.4553,20,150,Pepato
US,1979,298699200,37.1076,-116.0151,NaN,20,Chess
US,1979,299390400,37.1432,-116.0875,20,150,Fajy
US,1979,302500800,37.084,-116.0699,20,150,BurzeT
US,1979,302932800,37.0147,-116.008,20,150,Offshore
US,1979,305438400,37.0881,-116.0528,140,NaN,Hearts
US,1979,305611200,37.155,-116.0382,NaN,20,Pera
US,1979,307166400,37.2291,-116.3641,20,150,Sheepshead
US,1979,312699600,36.994,-116.0241,NaN,20,Backgammon
US,1979,313995600,37.1374,-116.0631,NaN,20,Azul
US,1980,320562000,37.1265,-116.0885,NaN,20,Tarko
US,1980,321339600,37.1799,-116.0831,NaN,20,Norbo
US,1980,323586000,37.1499,-116.0823,20,150,Liptauer
US,1980,324709200,37.1011,-116.0305,20,150,Pyramid
US,1980,326088000,37.056,-116.019,NaN,20,Canfield
US,1980,327816000,37.0031,-116.0314,NaN,20,Flora
US,1980,329630400,37.2817,-116.4539,20,150,Kash
US,1980,330667200,37.0233,-116.0341,NaN,20,Huron King
US,1980,333345600,37.2563,-116.4774,20,150,Tafi
US,1980,333864000,37.013,-116.0227,NaN,20,Verdello
US,1980,338702400,37.0562,-116.0481,20,150,Bonarda
US,1980,338702400,37.1159,-116.0646,1.07,NaN,Riola
US,1980,341816400,37.2113,-116.2054,NaN,20,Miners Iron
US,1980,343026000,37.111,-116.0187,NaN,20,Dauphin
US,1981,348382800,37.0871,-116.0448,20,150,Baseball
US,1981,350197200,37.0109,-116.0322,NaN,20,Clairette
US,1981,351925200,37.1819,-116.0842,NaN,20,Seco
US,1981,357451200,37.1773,-116.0848,NaN,20,Vide
US,1981,359956800,37.1019,-116.0041,NaN,20,Aligote
US,1981,360648000,37.3034,-116.3256,20,150,Harzer
US,1981,363585600,37.1286,-116.0338,NaN,20,Niza
US,1981,364104000,37.0887,-116.0194,NaN,20,Pineau
US,1981,365832000,37.1537,-116.0351,NaN,20,Havarti
US,1981,367732800,37.1604,-116.0665,NaN,20,Islay
US,1981,368424000,37.0581,-116.0481,NaN,20,Trebbiano
US,1981,370152000,37.0085,-116.0238,NaN,20,Cernada
US,1981,370756800,37.0816,-116.0088,20,150,Paliza
US,1981,374302800,37.0763,-116.0685,20,150,Tilci
US,1981,376203600,37.1484,-116.0708,20,150,Akavi
US,1981,377326800,37.1145,-116.1229,NaN,20,Caboc
US,1982,381042000,37.0913,-116.0512,139,NaN,Jornada
US,1982,382338000,37.2243,-116.4627,20,150,Molbo
US,1982,382338000,37.348,-116.3161,20,150,Hosta
US,1982,387867600,37.0168,-116.0099,NaN,20,Tenaja
US,1982,389505600,37.1168,-116.1269,NaN,20,KryddosT
US,1982,389592000,37.0691,-116.0455,20,150,BouscheT
US,1982,393048000,37.1142,-116.0166,NaN,20,Kesti
US,1982,393739200,37.2362,-116.3702,20,150,Nebbiolo
US,1982,396763200,37.1023,-116.075,20,150,Monterey
US,1982,397368000,37.0842,-116.0065,138,NaN,Atrisco
US,1982,397886400,37.1898,-116.0477,NaN,20,Queso
US,1982,399787200,37.0197,-116.0157,NaN,20,Cerro
US,1982,401601600,37,-116,NaN,20,Diamond Ace
US,1982,401601600,37.212,-116.2068,NaN,20,Huron Landing
US,1982,401601600,37.1748,-116.0878,20,150,Frisco
US,1982,402120000,37.0913,-116.0449,NaN,150,Borrego
US,1982,405925200,37.0237,-116.0321,NaN,20,Seyval
US,1982,408344400,37.0302,-116.0719,20,150,Manteca
US,1983,413787600,37.0506,-116.0453,NaN,20,Coalora
US,1983,414306000,37.1628,-116.0633,NaN,20,Cheedam
US,1983,417502800,37.3007,-116.46,20,150,Cabra
US,1983,419144400,37.0728,-116.046,NaN,150,Turquoise
US,1983,420955200,37.0123,-116.0892,NaN,20,Crowdie
US,1983,422769600,37,-116,NaN,20,Mini Jade
US,1983,422769600,37.1029,-116.0057,NaN,20,Fahada
US,1983,423979200,37.1576,-116.0892,NaN,20,Danablu
US,1983,428731200,37.119,-116.0889,NaN,20,Laban
US,1983,429422400,36.9977,-116.0027,NaN,20,Sabado
US,1983,430804800,37.2,-116.03,NaN,20,Jarlsberg
US,1983,431236800,37.2728,-116.355,143,NaN,Chancellor
US,1983,432964800,37.2097,-116.2093,NaN,20,Tomme/MidnighTZephyr
US,1983,432964800,37.113,-116.043,NaN,40,Branco
US,1983,433051200,37.1056,-116.0494,NaN,150,Techado
US,1983,433656000,37,-116,NaN,20,Navata
US,1983,439794000,36.98,-116.02,NaN,20,Muggins
US,1983,440398800,37.1405,-116.0721,20,150,Romano
US,1984,444373200,37.1127,-116.1217,20,150,Gorbea
US,1984,445669200,37.2214,-116.1811,NaN,20,Midas Myth/Milagro
US,1984,446965200,37.0658,-116.0463,20,150,Tortugas
US,1984,449557200,37.1464,-116.0841,NaN,20,Agrini
US,1984,452318400,37.19,-116.02,NaN,20,Orkney
US,1984,453528000,37.09,-115.97,NaN,20,Bellow
US,1984,454824000,37.1031,-116.048,20,150,Caprock
US,1984,456552000,37.0004,-116.0431,20,150,Duoro
US,1984,458452800,37.18,-116.01,NaN,20,Normanna
US,1984,459576000,37.2678,-116.4106,20,150,Kappeli
US,1984,460267200,37.0171,-116.0076,NaN,20,Correo
US,1984,462686400,37,-116,NaN,20,Wexford
US,1984,462686400,37.0898,-115.998,NaN,20,Dolcetto
US,1984,463896000,37.0867,-116.0712,20,150,Breton
US,1984,465537600,37.08,-116,NaN,20,Vermejo
US,1984,468910800,37.0001,-116.0174,NaN,20,Villita
US,1984,471934800,37.2811,-116.3054,20,150,Tierra
US,1984,472366800,36.97,-116.01,NaN,20,Minero
US,1985,479710800,37.0581,-116.0453,20,150,Vaughn
US,1985,480402000,37.18,-116.089,20,150,Cottage
US,1985,481266000,37.0948,-116.0323,20,150,Hermosa
US,1985,481611600,37.2008,-116.2072,NaN,20,Misty Rain
US,1985,483854400,37.2534,-116.3252,20,150,Towanda
US,1985,487396800,37.2479,-116.4891,20,150,SaluT
US,1985,487396800,37.0883,-116.0839,NaN,20,Ville
US,1985,488606400,37.1241,-116.122,NaN,20,Maribo
